_id,job,createdAt,applicationStatus
69455a87c8f58b252bb6bb17,692f5830aafd375d6d269ffb,2025-12-19 14:00:39.071,SIN_ESTADO
69455aa4c8f58b252bb6bb28,692f5830aafd375d6d269ffb,2025-12-19 14:01:08.885,SIN_ESTADO
69455ac9c8f58b252bb6bb47,692f5830aafd375d6d269ffb,2025-12-19 14:01:45.963,SIN_ESTADO
69455b01c8f58b252bb6bb5c,69279ce46dc39bf20c52f61c,2025-12-19 14:02:41.142,SIN_ESTADO
69455b0bc8f58b252bb6bb77,69279ce46dc39bf20c52f61c,2025-12-19 14:02:51.769,SIN_ESTADO
69456dd9c8f58b252bb6be77,69456d6cc8f58b252bb6be52,2025-12-19 15:23:05.848,SIN_ESTADO
69457397c8f58b252bb6befb,69456d6cc8f58b252bb6be52,2025-12-19 15:47:35.799,SIN_ESTADO
69458c05c8f58b252bb6c1b7,69458be7c8f58b252bb6c1a0,2025-12-19 17:31:49.092,SIN_ESTADO
69458c31c8f58b252bb6c1c9,692f5830aafd375d6d269ffb,2025-12-19 17:32:33.641,SIN_ESTADO
694593d8c8f58b252bb6c311,69458f4cc8f58b252bb6c1f2,2025-12-19 18:05:12.230,SIN_ESTADO
6945b865c8f58b252bb6c680,6945949cc8f58b252bb6c353,2025-12-19 20:41:09.079,SIN_ESTADO
6945c129c8f58b252bb6c6b5,69458be7c8f58b252bb6c1a0,2025-12-19 21:18:33.388,SIN_ESTADO
6945c145c8f58b252bb6c6c3,6945949cc8f58b252bb6c353,2025-12-19 21:19:01.190,RETIRADO
6946ff7f1bbcac95cc041e3b,6945949cc8f58b252bb6c353,2025-12-20 19:56:47.598,SIN_ESTADO
6947008e1bbcac95cc041e7e,694700691bbcac95cc041e58,2025-12-20 20:01:18.456,SIN_ESTADO
694ab796bc9d706db2d17693,69279ddf6dc39bf20c52f62f,2025-12-23 15:39:02.969,SIN_ESTADO
694b692729f30d9145ee4c86,69279ddf6dc39bf20c52f62f,2025-12-24 04:16:39.808,SIN_ESTADO
69513282213785b3aa4fb559,692f5830aafd375d6d269ffb,2025-12-28 13:37:06.334,SIN_ESTADO
69519e97c1495a0c803761e9,694c2433d2c9099891aebefe,2025-12-28 21:18:15.494,SIN_ESTADO
69522099b62de677d6cfe73c,6912191b74d1880032cff34f,2025-12-29 06:32:57.682,SIN_ESTADO
695743345b9db25bd93a33ab,6951a5f4c1495a0c803762e3,2026-01-02 04:01:56.827,RETIRADO
69574ecf5b9db25bd93a3467,6951a5f4c1495a0c803762e3,2026-01-02 04:51:27.343,DESCARTADO
69578e6e5443d28c2e450642,694f54b7a00c93fb63efd208,2026-01-02 09:22:54.049,SIN_ESTADO
6958318d9c1d6916d378299c,6951a5f4c1495a0c803762e3,2026-01-02 20:58:53.725,SIN_ESTADO
695d7d8593f284e4065ab4b2,69458be7c8f58b252bb6c1a0,2026-01-06 21:24:21.583,SIN_ESTADO
695d7dd393f284e4065ab4c3,69458be7c8f58b252bb6c1a0,2026-01-06 21:25:39.303,SIN_ESTADO
695d813a93f284e4065ab5d4,69458be7c8f58b252bb6c1a0,2026-01-06 21:40:10.557,SIN_ESTADO
695d814893f284e4065ab5e2,6951a5f4c1495a0c803762e3,2026-01-06 21:40:24.704,SIN_ESTADO
695d81a793f284e4065ab608,6951a5f4c1495a0c803762e3,2026-01-06 21:41:59.379,SIN_ESTADO
695d820193f284e4065ab61b,69458be7c8f58b252bb6c1a0,2026-01-06 21:43:29.660,SIN_ESTADO
695da9ac93f284e4065ab996,6945949cc8f58b252bb6c353,2026-01-07 00:32:44.371,SIN_ESTADO
695fdb7d5d0287ba6cd3574b,6951a5f4c1495a0c803762e3,2026-01-08 16:29:49.065,SELECCIONADO
69645a20b38dc5641671cb40,6961424db045cb8f35aad40c,2026-01-12 02:19:12.149,SIN_ESTADO
6966e8cd2a1422dcee25653f,692f5830aafd375d6d269ffb,2026-01-14 00:52:29.344,SIN_ESTADO
69699f421c5ea9bb86d2365a,6964f243292bf032934e80bf,2026-01-16 02:15:30.169,SIN_ESTADO
69699f531c5ea9bb86d2366c,6964f243292bf032934e80bf,2026-01-16 02:15:47.505,SIN_ESTADO
69699fc21c5ea9bb86d236f4,6964f243292bf032934e80bf,2026-01-16 02:17:38.977,SIN_ESTADO
696ba568e362fb5ef6f61c2b,6964fcfe6f47d400d63355e7,2026-01-17 15:06:16.399,SIN_ESTADO
696bb74fe362fb5ef6f61cef,6964fcfe6f47d400d63355e7,2026-01-17 16:22:39.350,SIN_ESTADO
696d2c9b8ec1172702f236b4,692f5830aafd375d6d269ffb,2026-01-18 18:55:23.147,SIN_ESTADO
696fcf0e48b28af4a30fad26,692f5830aafd375d6d269ffb,2026-01-20 18:53:02.868,SIN_ESTADO
69702c7a1d1db00684beedca,6964fcfe6f47d400d63355e7,2026-01-21 01:31:38.255,SIN_ESTADO
6975643b0b000e8f0c723fd5,6964fcfe6f47d400d63355e7,2026-01-25 00:30:51.566,SIN_ESTADO
6977ae442804d91b11fa0bcc,6976a2367af3401857d42891,2026-01-26 18:11:16.568,SIN_ESTADO
6977c6092804d91b11fa0cb3,692f5830aafd375d6d269ffb,2026-01-26 19:52:41.902,SIN_ESTADO
6977d6ef2804d91b11fa0d49,6976a2367af3401857d42891,2026-01-26 21:04:47.652,SIN_ESTADO
69780ff72804d91b11fa0fd2,6976a2367af3401857d42891,2026-01-27 01:08:07.276,SIN_ESTADO
697810812804d91b11fa100e,6976a2367af3401857d42891,2026-01-27 01:10:25.431,SIN_ESTADO
697810f92804d91b11fa106a,69458be7c8f58b252bb6c1a0,2026-01-27 01:12:25.121,SIN_ESTADO
6978f6ccb091f4fd95fc0ce8,6964fcfe6f47d400d63355e7,2026-01-27 17:33:00.268,SIN_ESTADO
6978f6d0b091f4fd95fc0cf5,6976a2367af3401857d42891,2026-01-27 17:33:04.771,SIN_ESTADO
6978fb53b091f4fd95fc0d73,6976a2367af3401857d42891,2026-01-27 17:52:19.242,SIN_ESTADO
697921c5b091f4fd95fc1011,6976a2367af3401857d42891,2026-01-27 20:36:21.752,SIN_ESTADO
6979275bb091f4fd95fc10b5,69458be7c8f58b252bb6c1a0,2026-01-27 21:00:11.432,SIN_ESTADO
697aa33b785dcaccfa78e065,6976a2367af3401857d42891,2026-01-29 00:00:59.986,SIN_ESTADO
697bab2023d340445635b561,6976a2367af3401857d42891,2026-01-29 18:46:56.903,SIN_ESTADO
697bab6a23d340445635b5a5,6964fcfe6f47d400d63355e7,2026-01-29 18:48:10.436,SIN_ESTADO
697bee4e23d340445635ba2d,69792b99b091f4fd95fc1109,2026-01-29 23:33:34.573,SIN_ESTADO
6986c7c786bd19df581b423b,695aaf697d81350ece8d2bda,2026-02-07 05:04:07.620,SIN_ESTADO
698aaf44874686204da9641a,6976a2367af3401857d42891,2026-02-10 04:08:36.517,SIN_ESTADO
698c9b920942cd6cf2808e57,69858882c457c1e0ea2a2062,2026-02-11 15:09:06.026,SIN_ESTADO
698d47cb0942cd6cf28095f0,69792b99b091f4fd95fc1109,2026-02-12 03:23:55.897,SIN_ESTADO
698d48740942cd6cf28096ea,698d47bf0942cd6cf280959e,2026-02-12 03:26:44.690,SIN_ESTADO
698d7b720942cd6cf2809a36,692f5830aafd375d6d269ffb,2026-02-12 07:04:18.060,SIN_ESTADO
698dcb2b460447db5980371e,6951a5f4c1495a0c803762e3,2026-02-12 12:44:27.632,SIN_ESTADO
698ddd62460447db598037c9,6951a5f4c1495a0c803762e3,2026-02-12 14:02:10.920,SIN_ESTADO
698ddfa5460447db5980386a,6951a5f4c1495a0c803762e3,2026-02-12 14:11:49.316,SIN_ESTADO
698de1f5460447db598038fd,6951a5f4c1495a0c803762e3,2026-02-12 14:21:41.706,SIN_ESTADO
698de448460447db59803955,6951a5f4c1495a0c803762e3,2026-02-12 14:31:36.247,DESCARTADO
698deca4460447db59803b44,6951a5f4c1495a0c803762e3,2026-02-12 15:07:16.278,SIN_ESTADO
698e9bf3460447db59804270,6951a5f4c1495a0c803762e3,2026-02-13 03:35:15.334,SIN_ESTADO
698ea8f1b686da7c1a81e253,6951a5f4c1495a0c803762e3,2026-02-13 04:30:41.954,EN_REVISION
698f188ef0267ee2878fbbb2,6951a5f4c1495a0c803762e3,2026-02-13 12:26:54.734,SIN_ESTADO
6993ff0c35d6618af1414344,6976a2367af3401857d42891,2026-02-17 05:39:24.267,SIN_ESTADO
6993ff8935d6618af1414387,695aaf697d81350ece8d2bda,2026-02-17 05:41:29.848,SIN_ESTADO
69957bec7483f05f9810e9a1,6995758e2b34b6358a0c4a18,,SIN_ESTADO
6997824b61b235ecac644edb,69781ada2804d91b11fa127e,2026-02-19 21:36:11.310,SIN_ESTADO
699910fa406cd5a7ed2a422b,699910a6406cd5a7ed2a418d,2026-02-21 01:57:14.220,EN_REVISION
6999c3ea05ca4458324e1e86,699504acac70117a31a14075,2026-02-21 14:40:42.058,SIN_ESTADO
6999c3fd05ca4458324e1e98,699504acac70117a31a14075,2026-02-21 14:41:01.018,DESCARTADO
6999c40a05ca4458324e1eaa,699504acac70117a31a14075,2026-02-21 14:41:14.111,SIN_ESTADO
6999c47705ca4458324e1ed6,699504acac70117a31a14075,2026-02-21 14:43:03.720,SIN_ESTADO
6999c4bd05ca4458324e1efc,699504acac70117a31a14075,2026-02-21 14:44:13.970,SIN_ESTADO
6999c4d105ca4458324e1f0e,699504acac70117a31a14075,2026-02-21 14:44:33.109,SIN_ESTADO
6999c4da05ca4458324e1f20,699504acac70117a31a14075,2026-02-21 14:44:42.952,SIN_ESTADO
6999c4e105ca4458324e1f2f,699504acac70117a31a14075,2026-02-21 14:44:49.913,SIN_ESTADO
6999c4eb05ca4458324e1f41,699504acac70117a31a14075,2026-02-21 14:44:59.992,SIN_ESTADO
6999c4f205ca4458324e1f53,699504acac70117a31a14075,2026-02-21 14:45:06.884,SELECCIONADO
6999c4ff05ca4458324e1f65,699504acac70117a31a14075,2026-02-21 14:45:19.817,SIN_ESTADO
6999c53c05ca4458324e1f88,699504acac70117a31a14075,2026-02-21 14:46:20.079,SIN_ESTADO
6999c54505ca4458324e1f97,699504acac70117a31a14075,2026-02-21 14:46:29.347,SIN_ESTADO
6999c54f05ca4458324e1fa9,699504acac70117a31a14075,2026-02-21 14:46:39.038,SIN_ESTADO
6999c55805ca4458324e1fb8,699504acac70117a31a14075,2026-02-21 14:46:48.136,SIN_ESTADO
6999c55e05ca4458324e1fca,699504acac70117a31a14075,2026-02-21 14:46:54.512,SIN_ESTADO
699d30581098f169ac6b961c,699d2f3f1098f169ac6b959f,2026-02-24 05:00:08.165,SIN_ESTADO
699f298f260c672b7d391abb,699cb82c9f413832731dfdb7,2026-02-25 16:55:43.270,SIN_ESTADO
699f32d1260c672b7d391f56,699cb82c9f413832731dfdb7,2026-02-25 17:35:13.842,SIN_ESTADO
699f6a9f260c672b7d392822,69715c69e4f81e18f9196daf,2026-02-25 21:33:19.321,SIN_ESTADO
699f6aab260c672b7d39283e,69715c69e4f81e18f9196daf,2026-02-25 21:33:31.023,SIN_ESTADO
699f6ab2260c672b7d39285d,69715c69e4f81e18f9196daf,2026-02-25 21:33:38.060,SIN_ESTADO
699f6abf260c672b7d392879,69715c69e4f81e18f9196daf,2026-02-25 21:33:51.522,SIN_ESTADO
699f6aca260c672b7d392898,69715c69e4f81e18f9196daf,2026-02-25 21:34:02.094,SIN_ESTADO
699f6ad4260c672b7d3928b4,69715c69e4f81e18f9196daf,2026-02-25 21:34:12.143,SIN_ESTADO
699f6adb260c672b7d3928d5,69715c69e4f81e18f9196daf,2026-02-25 21:34:19.205,EN_REVISION
699f6ae2260c672b7d3928f1,69715c69e4f81e18f9196daf,2026-02-25 21:34:26.372,SIN_ESTADO
699f6af0260c672b7d392910,69715c69e4f81e18f9196daf,2026-02-25 21:34:40.475,SIN_ESTADO
699f6af7260c672b7d39292c,69715c69e4f81e18f9196daf,2026-02-25 21:34:47.936,SIN_ESTADO
699f6aff260c672b7d39294b,69715c69e4f81e18f9196daf,2026-02-25 21:34:55.798,SIN_ESTADO
699f6b0a260c672b7d392967,69715c69e4f81e18f9196daf,2026-02-25 21:35:06.560,SIN_ESTADO
699f88a1260c672b7d392e8e,699cb82c9f413832731dfdb7,2026-02-25 23:41:21.071,EN_REVISION
699f9ba6260c672b7d39302d,699cb82c9f413832731dfdb7,2026-02-26 01:02:30.433,SIN_ESTADO
699faad2260c672b7d3930c7,699cb82c9f413832731dfdb7,2026-02-26 02:07:14.613,SIN_ESTADO
699fd12f260c672b7d393251,699cb82c9f413832731dfdb7,2026-02-26 04:50:55.804,SIN_ESTADO
69a0602126c2319410cd4ab9,699cb82c9f413832731dfdb7,2026-02-26 15:00:49.165,SELECCIONADO
69a088c726c2319410cd515c,699cb82c9f413832731dfdb7,2026-02-26 17:54:15.921,SIN_ESTADO
69a0d47126c2319410cd5cad,699cb82c9f413832731dfdb7,2026-02-26 23:17:05.815,EN_REVISION
69a15fe972698b1ef0fbd95f,699910a6406cd5a7ed2a418d,2026-02-27 09:12:09.502,ENTREVISTA
69a1a4ab72698b1ef0fbe4ef,699cb82c9f413832731dfdb7,2026-02-27 14:05:31.235,ENVIADO
69a1a58972698b1ef0fbe584,699910a6406cd5a7ed2a418d,2026-02-27 14:09:13.801,RETIRADO
69a1a82572698b1ef0fbe889,69781ada2804d91b11fa127e,2026-02-27 14:20:21.067,ENVIADO
69a1b92072698b1ef0fbec53,692f5830aafd375d6d269ffb,2026-02-27 15:32:48.067,ENVIADO
69a1cd1372698b1ef0fbf65a,699cb82c9f413832731dfdb7,2026-02-27 16:57:55.371,ENVIADO
69a1d08e72698b1ef0fbf914,699cb82c9f413832731dfdb7,2026-02-27 17:12:46.519,RETIRADO
69a1deb372698b1ef0fc00c2,699cb82c9f413832731dfdb7,2026-02-27 18:13:07.935,ENVIADO
69a1eb3772698b1ef0fc05ac,69715c69e4f81e18f9196daf,2026-02-27 19:06:31.993,ENVIADO
69a32da0b879cef8133fa0a2,69781ada2804d91b11fa127e,2026-02-28 18:02:08.213,ENVIADO
69a32e1db879cef8133fa11b,692f5830aafd375d6d269ffb,2026-02-28 18:04:13.308,ENVIADO
69a3487db879cef8133fa4a5,699cb82c9f413832731dfdb7,2026-02-28 19:56:45.182,ENVIADO
69a3c543b879cef8133fac49,6951a5f4c1495a0c803762e3,2026-03-01 04:49:07.749,ENVIADO
69a595a6d9014e9bbac9a1e8,699cb82c9f413832731dfdb7,2026-03-02 13:50:30.845,ENVIADO
69a6260dd9014e9bbac9b3e0,692f5830aafd375d6d269ffb,2026-03-03 00:06:37.670,ENVIADO
69a627c4d9014e9bbac9b4fc,699cb82c9f413832731dfdb7,2026-03-03 00:13:56.959,ENVIADO
69a70965b59eef69c8f37d9b,699cb82c9f413832731dfdb7,2026-03-03 16:16:37.894,ENVIADO
69a71c2bb59eef69c8f38114,699504acac70117a31a14075,2026-03-03 17:36:43.523,DESCARTADO
69aa57bd648f9a0b9ab9b12e,69a21ddd72698b1ef0fc130c,2026-03-06 04:27:41.888,ENVIADO
69aaffa047f0c1e0b4c7abd9,69a9b3216334fb4b84d8946c,2026-03-06 16:24:00.214,ENVIADO
69abba91b89938fcf47a35fa,699cb82c9f413832731dfdb7,2026-03-07 05:41:37.686,ENVIADO
69abbadfb89938fcf47a3657,692f5830aafd375d6d269ffb,2026-03-07 05:42:55.538,ENVIADO
69abdc31b89938fcf47a3857,699504acac70117a31a14075,2026-03-07 08:05:05.450,ENVIADO
69b25f51eabdb6e8f45d61d4,69a21ddd72698b1ef0fc130c,2026-03-12 06:38:09.318,ENVIADO
69b5c9080d0d354faca66bb1,69a21ddd72698b1ef0fc130c,2026-03-14 20:46:00.380,ENVIADO
69b72139bdeb060b764dfd48,69a21ddd72698b1ef0fc130c,2026-03-15 21:14:33.467,ENVIADO
69b9cbdb53a32b8b7f0214ce,699cb82c9f413832731dfdb7,2026-03-17 21:47:08.003,ENVIADO
69bb1589cf7dc97eccf1c2bf,69b9f20a53a32b8b7f022322,2026-03-18 21:13:45.192,DESCARTADO
69bb79b0cf7dc97eccf1cdde,69b9f20a53a32b8b7f022322,2026-03-19 04:21:04.040,EN_REVISION
69bc553b8df089596e400217,69b9f20a53a32b8b7f022322,2026-03-19 19:57:47.187,DESCARTADO
69bc746b8df089596e400376,69b9f20a53a32b8b7f022322,2026-03-19 22:10:51.949,SELECCIONADO
69bd776d739f4a5de60ec64b,69b9f20a53a32b8b7f022322,2026-03-20 16:35:57.443,EN_REVISION
69bd85a1739f4a5de60ec7ca,69b9f20a53a32b8b7f022322,2026-03-20 17:36:33.955,EN_REVISION
69bd8b56739f4a5de60ec95d,69b9f20a53a32b8b7f022322,2026-03-20 18:00:54.137,SELECCIONADO
69bda37b739f4a5de60ecb95,692f5830aafd375d6d269ffb,2026-03-20 19:43:55.323,ENVIADO
69bda412739f4a5de60ecc04,69b9f20a53a32b8b7f022322,2026-03-20 19:46:26.541,EN_REVISION
69bdf6ab739f4a5de60ed6cd,69b9f20a53a32b8b7f022322,2026-03-21 01:38:51.048,SELECCIONADO
69bee24c739f4a5de60eecd0,69b9f20a53a32b8b7f022322,2026-03-21 18:24:12.624,ENVIADO
69c0be7309d9ef031b767b84,69b9f20a53a32b8b7f022322,2026-03-23 04:15:47.072,ENVIADO
69c0c72e09d9ef031b767d6b,69b9f20a53a32b8b7f022322,2026-03-23 04:53:02.887,ENVIADO
69c197fba4ec1610ef71e566,69b9f20a53a32b8b7f022322,2026-03-23 19:43:55.006,ENVIADO
69c19a29a4ec1610ef71e6f1,69b9f20a53a32b8b7f022322,2026-03-23 19:53:13.371,ENVIADO
69c1a6c8a4ec1610ef71e7cc,69b9f20a53a32b8b7f022322,2026-03-23 20:47:04.658,ENVIADO
69c318f5a4ec1610ef721474,69b9f20a53a32b8b7f022322,2026-03-24 23:06:29.347,ENVIADO
69c35d9fa4ec1610ef72189e,69b9f20a53a32b8b7f022322,2026-03-25 03:59:27.444,ENVIADO
69c375ada4ec1610ef721b4a,69b9f20a53a32b8b7f022322,2026-03-25 05:42:05.992,ENVIADO
69c3ecdca4ec1610ef7224e3,69b9f20a53a32b8b7f022322,2026-03-25 14:10:36.025,ENVIADO
69c5504f40a5850469e2111f,69b9f20a53a32b8b7f022322,2026-03-26 15:27:11.805,ENVIADO
69c55b5c40a5850469e2143e,69b9f20a53a32b8b7f022322,2026-03-26 16:14:20.020,ENVIADO
69c5628940a5850469e21748,69b9f20a53a32b8b7f022322,2026-03-26 16:44:57.268,ENVIADO
69c5954440a5850469e21d55,69b9f20a53a32b8b7f022322,2026-03-26 20:21:24.370,ENVIADO
69c5bc5c40a5850469e2215a,6951a5f4c1495a0c803762e3,2026-03-26 23:08:12.525,ENVIADO
69c5d08040a5850469e22443,69b9f20a53a32b8b7f022322,2026-03-27 00:34:08.738,ENVIADO
69c9cb69beff4affd28eb6ad,69c9c3f0beff4affd28eb3eb,2026-03-30 01:01:29.345,ENVIADO
69c9cffabeff4affd28eb9eb,69c9c3f0beff4affd28eb3eb,2026-03-30 01:20:58.890,EN_REVISION
69cb22064ad287b27d7dd834,69b9f20a53a32b8b7f022322,2026-03-31 01:23:18.623,ENVIADO
69ccb313f44995d33a5cdc23,69b9f20a53a32b8b7f022322,2026-04-01 05:54:27.977,ENVIADO
69cedb177b4467a1826edc5d,69b9f20a53a32b8b7f022322,2026-04-02 21:09:43.503,ENVIADO
69d56c1200e8777484c105f7,69b9f20a53a32b8b7f022322,2026-04-07 20:41:54.962,ENVIADO
69d963de0031803ca9e04a8b,69d3f1af8a9c1cd0bb4a4f7e,2026-04-10 20:55:58.418,ENVIADO
69d9a1340031803ca9e04e9a,69d3f1af8a9c1cd0bb4a4f7e,2026-04-11 01:17:40.284,ENVIADO
69de985156ecdfe12673a604,69d3f1af8a9c1cd0bb4a4f7e,2026-04-14 19:41:05.528,ENVIADO
69e12256041c0873fe1a4f8f,69d3f1af8a9c1cd0bb4a4f7e,2026-04-16 17:54:30.188,ENVIADO
69e1264e977ecdcfaf32db23,69d3f1af8a9c1cd0bb4a4f7e,2026-04-16 18:11:26.790,ENVIADO
69e1a535b4be029cfbd0e9cf,69d3f1af8a9c1cd0bb4a4f7e,2026-04-17 03:12:53.647,ENVIADO
69e42776a43584db35675794,69d3f1af8a9c1cd0bb4a4f7e,2026-04-19 00:53:10.554,ENVIADO
69e64cc2239f20d09d977103,69d3f1af8a9c1cd0bb4a4f7e,2026-04-20 15:56:50.495,ENVIADO
69e7a3213708aede00e5340a,69e66e84239f20d09d977811,2026-04-21 16:17:37.599,EN_REVISION
69e80a533708aede00e53e9a,69e66e84239f20d09d977811,2026-04-21 23:37:55.011,EN_REVISION
69e990fe6f55e265f5695172,69c5c1bd40a5850469e222ab,2026-04-23 03:24:46.681,ENVIADO
69e9a53d6f55e265f5695357,69d3f1af8a9c1cd0bb4a4f7e,2026-04-23 04:51:09.422,ENVIADO
69eb8a94cefd4d145d3ee227,69d3f1af8a9c1cd0bb4a4f7e,2026-04-24 15:21:56.307,ENVIADO
69eff625d9515966edaf98ad,69ecfb23d20f4a0acbfe7d2f,2026-04-27 23:49:57.561,EN_REVISION
69f1528ae5f4f10bddccbb47,69ecfb23d20f4a0acbfe7d2f,2026-04-29 00:36:26.313,EN_REVISION
69f2ad2fb1d7db38e10fbf82,69ecfb23d20f4a0acbfe7d2f,2026-04-30 01:15:27.653,ENVIADO
69f2d9dbb1d7db38e10fc656,69ecfb23d20f4a0acbfe7d2f,2026-04-30 04:26:03.818,EN_REVISION
69f3edf7c1e64cb254579e50,69ecfb23d20f4a0acbfe7d2f,2026-05-01 00:04:07.882,ENVIADO
69f8cf022d57db926fdfeb83,69ecfb23d20f4a0acbfe7d2f,2026-05-04 16:53:22.055,EN_REVISION
69f8d6172d57db926fdfedbe,69ecfb23d20f4a0acbfe7d2f,2026-05-04 17:23:35.208,EN_REVISION
69f8d6262d57db926fdfedf5,69ecfb23d20f4a0acbfe7d2f,2026-05-04 17:23:50.619,EN_REVISION
69f8d6452d57db926fdfee28,69ecfb23d20f4a0acbfe7d2f,2026-05-04 17:24:21.794,ENVIADO
